15,114,4
15,941,4
15,782,4
15,199,5
15,121,5
15,234,5
15,726,4
15,936,4
15,688,5
15,334,5
15,14,4
15,550,4
15,115,5
15,884,3
15,344,4
15,171,5
15,36,5
18,572,4
18,356,3
18,258,4
18,557,4
18,110,2
18,344,4
18,355,2
18,60,3
18,101,4
18,372,3
18,943,4
18,192,4
18,261,4
18,405,5
4,273,2
4,37,4
4,100,3
4,48,4
4,95,4
4,131,3
4,387,4
4,497,5
4,219,4
4,173,3
4,130,3
4,489,5
4,143,4
4,138,5
4,221,4
4,401,4
4,131,4
4,346,5
18,662,4
18,277,5
18,92,2
18,13,4
18,119,4
18,154,4
18,426,4
18,219,3
18,55,4
18,48,4
18,65,5
18,405,4
18,306,4
18,320,4
18,753,5
18,725,5
22,264,2
22,284,4
22,350,5
18,832,4
8,45,3
24,378,4
24,323,4
24,100,4
24,114,4
24,175,5
24,860,4
24,218,4
24,103,5
24,230,5
24,777,4
24,214,5
24,414,3
24,233,4
24,948,4
24,193,5
24,273,4
24,258,4
24,197,3
24,483,4
24,132,4
24,740,4
24,9,4
24,326,5
24,26,3
24,33,4
24,289,5
24,662,5
22,763,3
22,442,4
22,114,4
22,342,5
22,176,5
22,349,4
22,232,2
22,158,4
22,190,4
22,670,4
22,149,4
22,739,4
22,488,2
22,865,3
22,198,5
22,235,2
22,168,5
22,331,2
22,48,5
22,263,2
22,9,2
22,123,3
22,289,5
22,481,4
18,130,5
25,14,4
25,833,4
25,653,5
25,537,4
25,872,4
25,894,5
25,977,5
25,460,4
25,727,4
25,573,5
25,483,5
25,453,5
25,58,4
25,4,4
25,13,4
25,233,5
25,594,5
25,65,5
25,297,4
24,148,3
24,136,3
24,78,2
24,163,4
24,186,3
24,398,3
24,60,2
24,232,3
24,658,4
22,450,3
22,229,3
28,350,4
28,261,5
24,741,3
32,238,4
32,550,5
32,235,5
32,758,5
32,101,4
32,344,4
32,265,4
32,962,4
32,245,5
32,150,5
32,26,3
32,9,3
32,66,5
32,230,3
32,127,4
32,262,4
32,2,4
32,398,4
32,848,3
32,397,3
32,236,4
32,142,5
32,306,4
32,122,4
32,431,4
32,219,4
32,42,5
32,114,4
32,132,4
32,22,4
32,5,4
32,8,5
32,641,4
32,576,4
32,431,3
32,7,3
32,468,3
32,121,4
29,27,5
29,21,5
29,2,5
29,24,4
32,606,4
32,85,5
32,158,4
32,373,5
32,416,5
32,50,5
32,32,5
32,138,3
32,574,4
32,179,4
32,14,3
32,33,4
32,75,3
32,136,4
32,399,3
32,409,3
32,113,3
25,524,4
34,498,5
32,993,5
34,371,3
34,151,5
34,958,4
34,162,4
34,267,3
34,262,3
34,89,4
34,899,3
34,424,3
34,405,4
34,217,4
34,611,4
34,220,5
34,132,4
34,131,3
34,10,4
34,391,5
34,442,5
34,408,2
34,958,5
34,532,4
34,510,4
34,296,5
34,740,4
34,165,5
34,121,4
34,70,4
34,232,4
34,930,5
34,583,4
34,547,4
34,320,3
34,400,4
34,394,3
34,101,5
40,690,4
40,179,5
40,118,4
40,5,3
40,312,3
40,131,3
40,436,4
40,32,3
40,10,5
40,4,5
40,13,4
40,495,4
40,483,5
40,101,4
40,344,4
40,659,3
40,63,3
40,587,4
40,249,4
22,408,4
22,687,3
22,598,5
22,327,3
22,329,3
22,101,5
22,266,3
22,124,4
22,229,2
22,238,3
22,657,2
22,731,3
22,851,2
22,821,4
22,242,5
22,138,5
22,633,5
31,743,4
31,115,3
31,203,3
31,292,3
31,303,3
31,497,3
31,403,3
31,388,3
31,39,4
31,165,3
31,135,3
31,110,3
31,598,5
31,101,4
31,327,4
31,329,4
31,124,4
31,266,4
31,238,3
31,229,3
31,2,3
31,24,3
31,21,3
31,27,3
31,23,3
31,18,3
31,129,4
31,431,3
31,342,4
31,445,5
31,70,5
31,360,4
31,496,4
31,240,4
31,204,4
31,295,4
31,806,4
31,105,4
31,612,4
31,936,3
31,126,3
31,725,3
31,232,4
31,168,3
31,915,4
31,752,4
31,289,4
31,287,4
31,13,4
31,14,3
31,28,4
31,499,3
31,205,3
31,186,4
31,350,4
31,201,3
31,32,3
31,287,1
31,994,4
31,165,4
31,565,4
31,766,2
34,937,4
43,8,4
43,101,4
43,709,5
43,426,5
31,75,3
22,45,5
31,33,3
31,261,3
31,272,4
31,271,4
31,260,2
31,510,3
31,556,3
31,136,2
31,101,4
31,55,4
31,372,4
32,201,3
24,8,4
24,2,3
24,23,3
24,24,4
24,21,3
49,867,3
49,184,5
18,323,4
46,268,4
18,913,5
46,483,5
50,217,4
50,26,2
53,270,2
53,14,2
53,35,1
53,80,5
53,130,4
53,653,2
24,27,4
24,18,3
24,331,4
24,119,4
24,883,3
55,212,5
55,314,3
55,154,5
55,746,5
24,228,2
55,205,1
24,11,4
58,26,1
58,58,4
58,18,5
58,14,3
58,2,3
58,653,5
58,5,4
58,13,4
58,24,4
58,21,5
58,27,4
58,10,4
58,11,4
58,65,4
55,264,5
55,397,2
55,653,5
24,180,5
46,174,5
55,520,4
46,672,5
46,141,5
46,223,5
46,799,5
46,322,5
46,588,5
46,969,5
46,821,5
46,720,5
46,761,5
46,504,5
46,668,5
46,671,5
46,566,5
46,652,5
46,555,5
46,424,5
46,911,5
46,949,5
46,774,5
46,511,5
46,768,5
46,586,5
46,888,5
46,607,5
55,43,5
46,650,5
46,621,5
46,707,5
46,706,5
46,856,5
46,608,5
46,375,5
46,621,5
46,200,5
46,105,5
46,472,5
61,11,5
61,33,3
61,26,3
61,2,4
61,24,4
61,21,4
61,27,4
61,18,4
61,57,4
61,273,3
55,217,3
34,570,3
34,60,2
34,168,4
34,172,4
34,546,2
53,166,5
53,213,3
53,315,1
53,482,4
53,66,5
62,572,5
62,171,3
62,141,4
62,701,4
58,336,4
58,716,4
58,763,5
58,941,3
58,464,4
58,177,5
58,80,5
58,408,4
58,270,3
58,846,5
58,66,5
58,148,4
58,552,4
58,189,4
53,615,1
53,227,3
53,786,3
53,462,1
53,836,1
53,489,2
53,125,5
65,161,5
65,180,4
65,129,5
65,155,4
65,213,4
65,8,5
65,5,5
65,26,1
65,2,4
65,24,5
65,21,5
65,27,5
65,14,4
65,18,5
65,55,5
65,58,5
65,32,4
65,201,1
65,953,4
65,176,5
65,936,4
65,105,3
65,612,4
65,232,5
65,305,2
65,806,5
65,556,4
66,10,3
66,76,2
66,2,2
66,35,4
66,629,2
66,290,2
54,81,5
54,199,5
56,267,4
32,59,4
32,857,5
32,102,5
32,160,2
32,530,5
32,125,4
32,321,4
32,138,3
32,387,3
53,26,3
32,531,3
32,733,4
69,8,5
69,89,4
69,35,3
69,26,3
69,4,5
69,32,5
69,5,5
70,323,5
70,26,4
70,80,5
70,702,3
70,52,4
70,9,5
70,6,4
70,9,4
70,3,2
70,5,4
70,156,4
70,93,3
70,38,5
70,27,3
63,1,3
63,13,4
70,597,5
70,870,4
70,653,5
63,10,2
63,32,3
63,315,3
70,154,4
70,29,5
70,125,5
70,353,4
70,770,3
70,530,4
70,839,4
70,248,4
70,773,3
70,836,3
70,270,4
70,489,3
70,606,2
72,4,5
72,55,3
72,8,2
72,550,5
70,781,4
72,171,5
72,118,5
72,848,4
72,867,2
72,10,5
72,213,4
72,230,4
72,171,5
72,471,4
70,35,3
70,401,3
70,158,4
70,427,4
70,95,3
70,935,2
73,502,4
73,869,5
73,680,5
73,393,3
73,758,5
73,268,4
73,820,5
73,380,5
73,851,4
73,611,3
73,270,5
73,376,4
73,771,5
73,80,5
73,115,4
73,709,5
73,8,5
73,131,3
73,730,3
73,116,4
73,32,4
73,197,5
73,63,4
73,65,4
73,178,5
73,177,4
73,121,5
73,219,5
73,162,5
73,614,3
73,587,3
73,58,4
73,612,5
73,427,5
73,180,3
73,5,4
73,26,3
73,4,3
73,24,4
73,21,4
73,27,4
73,18,4
73,10,5
73,28,5
73,23,4
73,287,3
73,130,4
73,405,3
73,829,3
73,194,4
73,240,5
70,172,5
70,10,3
70,478,3
73,171,5
73,157,4
73,209,4
73,570,5
73,142,3
73,347,4
73,908,4
73,646,4
73,321,5
73,173,5
73,521,5
73,225,3
73,279,5
73,397,4
73,664,4
73,388,5
73,49,5
73,71,5
73,97,5
73,499,4
73,523,5
73,66,5
73,618,4
73,550,5
73,470,4
73,2,4
59,5,3
59,406,3
59,635,3
59,120,3
59,786,3
59,94,3
59,833,5
74,882,5
59,80,5
59,26,4
59,14,3
59,204,3
74,582,5
74,309,5
59,941,3
59,662,4
59,378,4
74,125,2
74,718,3
59,35,1
59,653,3
74,232,2
59,692,4
74,302,5
74,632,3
74,630,3
74,356,3
74,207,5
74,543,3
74,555,3
74,360,3
74,639,4
74,370,3
74,259,3
74,433,4
74,175,5
73,347,5
73,293,3
73,523,4
73,35,5
73,468,4
73,741,2
74,375,4
74,165,4
74,935,4
59,629,3
59,166,2
59,489,1
59,573,4
73,137,5
73,117,5
73,872,4
73,111,5
73,621,4
73,999,4
75,325,2
75,677,5
75,11,5
59,337,4
75,372,4
75,476,3
75,115,4
75,741,4
75,743,3
75,122,4
75,171,4
75,109,3
75,737,3
75,22,4
75,150,4
75,985,3
75,63,4
75,662,4
75,378,4
76,8,4
76,24,5
76,21,5
1,699,4
2,699,5
3,699,3
4,699,5
5,699,4
1,1422,5
1,2,5
1,3,5
1,3,5
1,999,5
2,10,2
2,171,5
